Product / Vertical;Country;Vendor;Domain;Source type;CATEGORY;entity;Term Alias;Term code;Term name;Term description;Json/XML Tag(if different);Default representation;Color scale;Data type;Length;Decimal;Units (Symbols);Accuracy;Range;Data_visibility;Data_source;Granularity;time zone;KPIs of KPIs;KPI formula;Example;IP source;schema_db;db_table_source;hierarchy;first_collection;last_collection
WIRELESS;MEX;NOKIA;RAN_4G;PM;COVERAGE;LCELL;LOW_RSRP;LOW_RSRP;Porcentaje por debajo del Umbral RSRP;Número de muestrasen la celda con RSRP por debajo de un umbral definido (por ejemplo, -110 dBm).;;;;percentage;;2;%;;0 to 100;;;;;no;ROUND(100*IFNULL(SUM(IFNULL(PM_LTE_RSRP_AND_RSRQ_HISTOGRAM.NUM_RSRP_MEAS_BIN1,0)+IFNULL(PM_LTE_RSRP_AND_RSRQ_HISTOGRAM.NUM_RSRP_MEAS_BIN2,0)+IFNULL(PM_LTE_RSRP_AND_RSRQ_HISTOGRAM.NUM_RSRP_MEAS_BIN3,0)+IFNULL(PM_LTE_RSRP_AND_RSRQ_HISTOGRAM.NUM_RSRP_MEAS_BIN4,0))/SUM(IFNULL(PM_LTE_RSRP_AND_RSRQ_HISTOGRAM.NUM_RSRP_MEAS_BIN1,0)+IFNULL(PM_LTE_RSRP_AND_RSRQ_HISTOGRAM.NUM_RSRP_MEAS_BIN2,0)+IFNULL(PM_LTE_RSRP_AND_RSRQ_HISTOGRAM.NUM_RSRP_MEAS_BIN3,0)+IFNULL(PM_LTE_RSRP_AND_RSRQ_HISTOGRAM.NUM_RSRP_MEAS_BIN4,0)+IFNULL(PM_LTE_RSRP_AND_RSRQ_HISTOGRAM.NUM_RSRP_MEAS_BIN5,0)+IFNULL(PM_LTE_RSRP_AND_RSRQ_HISTOGRAM.NUM_RSRP_MEAS_BIN6,0)+IFNULL(PM_LTE_RSRP_AND_RSRQ_HISTOGRAM.NUM_RSRP_MEAS_BIN7,0)+IFNULL(PM_LTE_RSRP_AND_RSRQ_HISTOGRAM.NUM_RSRP_MEAS_BIN8,0)+IFNULL(PM_LTE_RSRP_AND_RSRQ_HISTOGRAM.NUM_RSRP_MEAS_BIN9,0)+IFNULL(PM_LTE_RSRP_AND_RSRQ_HISTOGRAM.NUM_RSRP_MEAS_BIN10,0)+IFNULL(PM_LTE_RSRP_AND_RSRQ_HISTOGRAM.NUM_RSRP_MEAS_BIN11,0)+IFNULL(PM_LTE_RSRP_AND_RSRQ_HISTOGRAM.NUM_RSRP_MEAS_BIN12,0)+IFNULL(PM_LTE_RSRP_AND_RSRQ_HISTOGRAM.NUM_RSRP_MEAS_BIN13,0)+IFNULL(PM_LTE_RSRP_AND_RSRQ_HISTOGRAM.NUM_RSRP_MEAS_BIN14,0)+IFNULL(PM_LTE_RSRP_AND_RSRQ_HISTOGRAM.NUM_RSRP_MEAS_BIN15,0)+IFNULL(PM_LTE_RSRP_AND_RSRQ_HISTOGRAM.NUM_RSRP_MEAS_BIN16,0)+IFNULL(PM_LTE_RSRP_AND_RSRQ_HISTOGRAM.NUM_RSRP_MEAS_BIN17,0)+IFNULL(PM_LTE_RSRP_AND_RSRQ_HISTOGRAM.NUM_RSRP_MEAS_BIN18,0)),0),2);;;;PM_LTE_RSRP_AND_RSRQ_HISTOGRAM;;;
WIRELESS;MEX;NOKIA;RAN_4G;PM;COVERAGE;LCELL;LOW_RSRP_N;LOW_RSRP_N;Numerador del Umbral RSRP;Número de muestrasen la celda con RSRP por debajo de un umbral definido (por ejemplo, -110 dBm). La N corresponde a la abreviación de Numerador.;;;;;;;;;;;;;;no;SUM(IFNULL(PM_LTE_RSRP_AND_RSRQ_HISTOGRAM.NUM_RSRP_MEAS_BIN1,0)+IFNULL(PM_LTE_RSRP_AND_RSRQ_HISTOGRAM.NUM_RSRP_MEAS_BIN2,0)+IFNULL(PM_LTE_RSRP_AND_RSRQ_HISTOGRAM.NUM_RSRP_MEAS_BIN3,0)+IFNULL(PM_LTE_RSRP_AND_RSRQ_HISTOGRAM.NUM_RSRP_MEAS_BIN4,0));;;;PM_LTE_RSRP_AND_RSRQ_HISTOGRAM;;;
WIRELESS;MEX;NOKIA;RAN_4G;PM;COVERAGE;LCELL;LOW_RSRP_D;LOW_RSRP_D;Denominador del Umbral RSRP;Número total de muestras RSRP consideradas en la celda para el cálculo. La D corresponde a la abreviación de Denominador.;;;;;;;;;;;;;;no;SUM(IFNULL(PM_LTE_RSRP_AND_RSRQ_HISTOGRAM.NUM_RSRP_MEAS_BIN1,0)+IFNULL(PM_LTE_RSRP_AND_RSRQ_HISTOGRAM.NUM_RSRP_MEAS_BIN2,0)+IFNULL(PM_LTE_RSRP_AND_RSRQ_HISTOGRAM.NUM_RSRP_MEAS_BIN3,0)+IFNULL(PM_LTE_RSRP_AND_RSRQ_HISTOGRAM.NUM_RSRP_MEAS_BIN4,0)+IFNULL(PM_LTE_RSRP_AND_RSRQ_HISTOGRAM.NUM_RSRP_MEAS_BIN5,0)+IFNULL(PM_LTE_RSRP_AND_RSRQ_HISTOGRAM.NUM_RSRP_MEAS_BIN6,0)+IFNULL(PM_LTE_RSRP_AND_RSRQ_HISTOGRAM.NUM_RSRP_MEAS_BIN7,0)+IFNULL(PM_LTE_RSRP_AND_RSRQ_HISTOGRAM.NUM_RSRP_MEAS_BIN8,0)+IFNULL(PM_LTE_RSRP_AND_RSRQ_HISTOGRAM.NUM_RSRP_MEAS_BIN9,0)+IFNULL(PM_LTE_RSRP_AND_RSRQ_HISTOGRAM.NUM_RSRP_MEAS_BIN10,0)+IFNULL(PM_LTE_RSRP_AND_RSRQ_HISTOGRAM.NUM_RSRP_MEAS_BIN11,0)+IFNULL(PM_LTE_RSRP_AND_RSRQ_HISTOGRAM.NUM_RSRP_MEAS_BIN12,0)+IFNULL(PM_LTE_RSRP_AND_RSRQ_HISTOGRAM.NUM_RSRP_MEAS_BIN13,0)+IFNULL(PM_LTE_RSRP_AND_RSRQ_HISTOGRAM.NUM_RSRP_MEAS_BIN14,0)+IFNULL(PM_LTE_RSRP_AND_RSRQ_HISTOGRAM.NUM_RSRP_MEAS_BIN15,0)+IFNULL(PM_LTE_RSRP_AND_RSRQ_HISTOGRAM.NUM_RSRP_MEAS_BIN16,0)+IFNULL(PM_LTE_RSRP_AND_RSRQ_HISTOGRAM.NUM_RSRP_MEAS_BIN17,0)+IFNULL(PM_LTE_RSRP_AND_RSRQ_HISTOGRAM.NUM_RSRP_MEAS_BIN18,0));;;;PM_LTE_RSRP_AND_RSRQ_HISTOGRAM;;;
WIRELESS;MEX;NOKIA;RAN_3G;PM;TRAFFIC;UCELL;RAB_CS_DLCE_CONG;RAB_CS_DLCE_CONG;;Promedio ponderado de Channel Elements (CEs) utilizados por llamadas de voz (Circuit Switched - CS) en el Downlink (DL). No es un índice de congestión en sí mismo, sino una medida de carga o utilización específica para el servicio de voz.;;;;float;;2;;;;;;;;;ROUND(IFNULL(SUM(IFNULL(PM_CELL_RESOURCE.AVE_CE_USED_AMR,0)*IFNULL(PM_CELL_RESOURCE.CE_SAMPLE_AMOUNT,0))/SUM(IFNULL(PM_CELL_RESOURCE.CE_SAMPLE_AMOUNT,0)),0),2);;;;PM_CELL_RESOURCE;;;
WIRELESS;MEX;NOKIA;RAN_3G;PM;TRAFFIC;UCELL;RAB_PS_DLCE_CONG;RAB_PS_DLCE_CONG;;Promedio ponderado de Channel Elements (CEs) utilizados por servicios de datos (Packet Switched - PS) en el Downlink (DL). Es una medida de carga específica para datos.;;;;float;;2;;;;;;;;;ROUND(IFNULL(((SUM(PM_CELL_RESOURCE.CE_SAMPLE_AMOUNT)*(SUM(IFNULL(PM_CELL_RESOURCE.AVE_CE_USED_PS_STR_8_DL,0)+IFNULL(PM_CELL_RESOURCE.AVE_CE_USED_PS_STR_16_DL,0)+IFNULL(PM_CELL_RESOURCE.AVE_CE_USED_PS_STR_32_DL,0)+IFNULL(PM_CELL_RESOURCE.AVE_CE_USED_PS_STR_64_DL,0)+IFNULL(PM_CELL_RESOURCE.AVE_CE_USED_PS_STR_128_DL,0)+IFNULL(PM_CELL_RESOURCE.AVE_CE_USED_PS_STR_256_DL,0)))/SUM(IFNULL(PM_CELL_RESOURCE.CE_SAMPLE_AMOUNT,0)))+(SUM(IFNULL(PM_CELL_RESOURCE.AVE_CE_USED_PS_INT_8_DL,0)+IFNULL(PM_CELL_RESOURCE.AVE_CE_USED_PS_INT_16_DL,0)+IFNULL(PM_CELL_RESOURCE.AVE_CE_USED_PS_INT_32_DL,0)+IFNULL(PM_CELL_RESOURCE.AVE_CE_USED_PS_INT_64_DL,0)+IFNULL(PM_CELL_RESOURCE.AVE_CE_USED_PS_INT_128_DL,0)+IFNULL(PM_CELL_RESOURCE.AVE_CE_USED_PS_INT_256_DL,0)+IFNULL(PM_CELL_RESOURCE.AVE_CE_USED_PS_INT_384_DL,0)+IFNULL(PM_CELL_RESOURCE.AVE_CE_USED_PS_BGR_8_DL,0)+IFNULL(PM_CELL_RESOURCE.AVE_CE_USED_PS_BGR_16_DL,0)+IFNULL(PM_CELL_RESOURCE.AVE_CE_USED_PS_BGR_32_DL,0)+IFNULL(PM_CELL_RESOURCE.AVE_CE_USED_PS_BGR_64_DL,0)+IFNULL(PM_CELL_RESOURCE.AVE_CE_USED_PS_BGR_128_DL,0)+IFNULL(PM_CELL_RESOURCE.AVE_CE_USED_PS_BGR_256_DL,0)+IFNULL(PM_CELL_RESOURCE.AVE_CE_USED_PS_BGR_384_DL,0))*SUM(IFNULL(PM_CELL_RESOURCE.CE_SAMPLE_AMOUNT,0))/SUM(IFNULL(PM_CELL_RESOURCE.CE_SAMPLE_AMOUNT,0)))),0),2);;;;PM_CELL_RESOURCE;;;
WIRELESS;MEX;NOKIA;RAN_3G;PM;TRAFFIC;UNODEB;DL_CE_UTILIZATION;DL_CE_UTILIZATION;Utilizacion CE en DL;Porcentaje de utilización de los Channel Elements en Downlink (DL) a nivel de WBTS (Nokia's term for NodeB). Índice de congestión. Mide qué parte de la capacidad total de CEs licenciados para la portadora R99 (voz y datos de baja velocidad) está siendo utilizada.;;;;percentage;;2;%;;0 to 100;;;;;;ROUND(IFNULL(100*SUM(IFNULL(PM_WBTS_LEVEL_MONITORING.AVG_USED_CE_R99_DL,0))/SUM(IFNULL(PM_WBTS_LEVEL_MONITORING.LICENSED_R99CE_WBTS,0)),0),2);;;;PM_WBTS_LEVEL_MONITORING;;;
WIRELESS;MEX;NOKIA;RAN_3G;PM;QoS;UCELL;PS_DCR;PS_DCR;;Índice de retención o tasa de corte de llamada (Drop Call Rate) para servicios de datos. Mide la probabilidad de que una sesión de datos activa se interrumpa de manera anormal (no por acción del usuario). Considera múltiples causas de fallo: radio, interfaz Iu, Iur, SRNC, BTS, UE, etc.;;;;percentage;;2;%;;0 to 100;;;;;;ROUND(IFNULL(100*(SUM(IFNULL(PM_SERVICE_LEVEL.RAB_ACT_FAIL_PS_BACKG_TRANS,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_FAIL_PS_INTER_TRANS,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_FAIL_PS_INTER_IU,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_FAIL_PS_INTER_RADIO,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_FAIL_PS_INTER_BTS,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_FAIL_PS_INTER_IUR,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_FAIL_PS_INTER_RNC,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_FAIL_PS_BACKG_IU,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_FAIL_PS_BACKG_RADIO,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_FAIL_PS_BACKG_BTS,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_FAIL_PS_BACKG_IUR,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_FAIL_PS_BACKG_RNC,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_FAIL_PS_BACKG_UE,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_FAIL_PS_INTER_UE,0)-IFNULL(PM_SERVICE_LEVEL.RAB_ACT_FAIL_PS_BACKG_PCH,0)-IFNULL(PM_SERVICE_LEVEL.RAB_ACT_FAIL_PS_INT_PCH,0))/SUM(IFNULL(PM_SERVICE_LEVEL.RAB_ACT_COMP_PS_INTER,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_COMP_PS_BACKG,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_REL_PS_INTER_SRNC,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_REL_PS_INTER_HHO,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_REL_PS_INTER_ISHO,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_REL_PS_BACKG_SRNC,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_REL_PS_BACKG_HHO,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_REL_PS_BGR_ISHO,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_FAIL_PS_INTER_IU,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_FAIL_PS_INTER_RADIO,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_FAIL_PS_INTER_BTS,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_FAIL_PS_INTER_IUR,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_FAIL_PS_INTER_RNC,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_FAIL_PS_BACKG_IU,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_FAIL_PS_BACKG_RADIO,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_FAIL_PS_BACKG_BTS,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_FAIL_PS_BACKG_IUR,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_FAIL_PS_BACKG_RNC,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_FAIL_PS_BACKG_UE,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_FAIL_PS_INTER_UE,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_FAIL_PS_INTER_TRANS,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_FAIL_PS_BACKG_TRANS,0))),0),2);;;;PM_SERVICE_LEVEL;;;
WIRELESS;MEX;NOKIA;RAN_3G;PM;TRAFFIC;UCELL;PAYLOAD_DL_PS_MB;PAYLOAD_DL_PS_MB;;Volumen total de datos (payload) transmitido en el enlace descendente (DL). Se expresa en Megabytes (MB). Suma el tráfico de HSDPA (alta velocidad) y DCH (canales dedicados).;;;;integer;;0;MB;;;;;;;;ROUND((SUM(IFNULL(PM_HSDPA_WBTS.RECEIVED_HS_MACD_BITS,0)+((IFNULL(PM_CELL_THROUGHPUT_WBTS.MC_HSDPA_ORIG_DATA_PRI,0)+IFNULL(PM_CELL_THROUGHPUT_WBTS.MC_HSDPA_ORIG_DATA_SEC,0))*8))/(1024*8))+(SUM(IFNULL(PM_CELL_THRPUT_R.NRT_DCH_DL_DATA_VOL,0)+IFNULL(PM_CELL_THRPUT_R.RT_PS_DCH_DL_DATA_VOL,0))/(1024*1024)),2);;;;PM_HSDPA_WBTS,PM_CELL_THRPUT_R,PM_CELL_THROUGHPUT_WBTS;;;
WIRELESS;MEX;NOKIA;RAN_3G;PM;TRAFFIC;UCELL;PAYLOAD_UL_PS_MB;PAYLOAD_UL_PS_MB;;TRAFFIC_D_USER_UL_MB=PAYLOAD_UL_PS_MB. Volumen total de datos (payload) transmitido en el enlace ascendente (UL). Incluye tráfico de E-DCH (Enhanced UL) y canales dedicados;;;;float;;2;MB;;;;;;;no;ROUND(SUM(IFNULL(PM_CELL_THRPUT_R.NRT_EDCH_UL_DATA_VOL,0)+IFNULL(PM_CELL_THRPUT_R.RT_E_DCH_UL_STREA_DATA,0)+IFNULL(PM_CELL_THRPUT_R.NRT_EDCH_EFACH_UL_DATA,0)+IFNULL(PM_CELL_THRPUT_R.NRT_DCH_UL_DATA_VOL,0)+IFNULL(PM_CELL_THRPUT_R.RT_PS_DCH_UL_DATA_VOL,0))/(1024*1024),2);;;;PM_CELL_THRPUT_R;;;
WIRELESS;MEX;NOKIA;RAN_3G;PM;TRAFFIC;UCELL;TRAFFIC_CS;TRAFFIC_CS;;Tráfico de voz (CS) en Erlangs. ;;;;float;;2;Erlangs;;;;;;;;ROUND(SUM(IFNULL(PM_SERVICE_LEVEL.AVG_RAB_HLD_TM_CS_VOICE,0)+(IFNULL(PM_SERVICE_LEVEL.RAB_HOLD_TIME_CS_CONV_64,0)*64/12.2)+(IFNULL(PM_SERVICE_LEVEL.RAB_HOLD_TIME_CS_STREAM_14_4,0)*14.4/12.2)+(IFNULL(PM_SERVICE_LEVEL.RAB_HOLD_TIME_CS_STREAM_57_6,0)*57.6/12.2))/(60*100*60),2);;;;PM_SERVICE_LEVEL;;;
WIRELESS;MEX;NOKIA;RAN_3G;PM;QoS;UCELL;HSDPA_ACTIVE_CELL_THROUGHPUT;HSDPA_ACTIVE_CELL_THROUGHPUT;;Throughput medio de celda HSDPA cuando está activa.;;;;float;;2;;;;;;;;;ROUND((SUM(IFNULL(PM_HSDPA_WBTS.MAC_D_PDU_TOT,0)-IFNULL(PM_HSDPA_WBTS.MAC_D_PDU_DROP_BTS_OWFL,0))*336)/(SUM(IFNULL(PM_HSDPA_WBTS.HS_SCCH_PWR_DIST_CLASS_0,0)+IFNULL(PM_HSDPA_WBTS.HS_SCCH_PWR_DIST_CLASS_1,0)+IFNULL(PM_HSDPA_WBTS.HS_SCCH_PWR_DIST_CLASS_2,0)+IFNULL(PM_HSDPA_WBTS.HS_SCCH_PWR_DIST_CLASS_3,0)+IFNULL(PM_HSDPA_WBTS.HS_SCCH_PWR_DIST_CLASS_4,0)+IFNULL(PM_HSDPA_WBTS.HS_SCCH_PWR_DIST_CLASS_5,0)+IFNULL(PM_HSDPA_WBTS.TTI_NOT_SEND_DATA_FROM_BUFF,0))*500*1000),2);;;;PM_HSDPA_WBTS;;;
WIRELESS;MEX;NOKIA;RAN_3G;PM;QoS;UCELL;DL_HSPDSCH_CODE_UTILIZATION;DL_HSPDSCH_CODE_UTILIZATION;;Grado de utilización de los códigos de HSDPA en el downlink (máximo 15 códigos).. Promedia la utilización de los códigos HSPDSCH (High Speed Physical Downlink Shared Channel) ponderando el tiempo que la celda estuvo usando N códigos (de 5 a 15).;;;;percentage;;2;%;;0 to 100;;;;;;ROUND(IFNULL(SUM(IFNULL(PM_CELL_RESOURCE.DURA_HSDPA_5_CODE,0)*5+IFNULL(PM_CELL_RESOURCE.DURA_HSDPA_6_CODE,0)*6+IFNULL(PM_CELL_RESOURCE.DURA_HSDPA_7_CODE,0)*7+IFNULL(PM_CELL_RESOURCE.DURA_HSDPA_8_CODE,0)*8+IFNULL(PM_CELL_RESOURCE.DURA_HSDPA_9_CODE,0)*9+IFNULL(PM_CELL_RESOURCE.DURA_HSDPA_10_CODE,0)*10+IFNULL(PM_CELL_RESOURCE.DURA_HSDPA_11_CODE,0)*11+IFNULL(PM_CELL_RESOURCE.DURA_HSDPA_12_CODE,0)*12+IFNULL(PM_CELL_RESOURCE.DURA_HSDPA_13_CODE,0)*13+IFNULL(PM_CELL_RESOURCE.DURA_HSDPA_14_CODE,0)*14+IFNULL(PM_CELL_RESOURCE.DURA_HSDPA_15_CODE,0)*15)/SUM(IFNULL(PM_CELL_RESOURCE.DURA_HSDPA_5_CODE,0)+IFNULL(PM_CELL_RESOURCE.DURA_HSDPA_6_CODE,0)+IFNULL(PM_CELL_RESOURCE.DURA_HSDPA_7_CODE,0)+IFNULL(PM_CELL_RESOURCE.DURA_HSDPA_8_CODE,0)+IFNULL(PM_CELL_RESOURCE.DURA_HSDPA_9_CODE,0)+IFNULL(PM_CELL_RESOURCE.DURA_HSDPA_10_CODE,0)+IFNULL(PM_CELL_RESOURCE.DURA_HSDPA_11_CODE,0)+IFNULL(PM_CELL_RESOURCE.DURA_HSDPA_12_CODE,0)+IFNULL(PM_CELL_RESOURCE.DURA_HSDPA_13_CODE,0)+IFNULL(PM_CELL_RESOURCE.DURA_HSDPA_14_CODE,0)+IFNULL(PM_CELL_RESOURCE.DURA_HSDPA_15_CODE,0)),0),2);;;;PM_CELL_RESOURCE;;;
WIRELESS;MEX;NOKIA;RAN_3G;PM;QoS;UCELL;DL_POWER_UTILIZATION_HS;DL_POWER_UTILIZATION_HS;;Nivel medio de potencia transmitida en canal HSPA dentro de la celda. Un valor cercano al 100% indica que la celda está operando continuamente a máxima potencia para servicios HSPA, lo que significa congestión por potencia;;;;float;;2;;;;;;;;;AVG(PM_CELL_RESOURCE.AVE_HSPA_DL_POWER);;;;PM_CELL_RESOURCE;;;
WIRELESS;MEX;NOKIA;RAN_3G;PM;QoS;UCELL;IUBLINK_CONGESTED_IN_UL_RBS;IUBLINK_CONGESTED_IN_UL_RBS;;Indicador de congestión en el enlace Iub (uplink) a nivel de RBS. Porcentaje de frames (tramas) de datos E-DCH (HSUPA) en el uplink que experimentaron congestión en el enlace Iub (el enlace entre el NodeB, llamado RBS en Nokia, y el RNC). Es un KPI crítico de calidad del transporte que identifica cuellos de botella entre el NodeB y el núcleo de la red. Valores altos indican problemas de capacidad en transporte (Iub) o hardware. Es un ratio adimensional. Aunque a veces se expresa como porcentaje multiplicando el ratio por 100, en esta fórmula específica de Nokia se define como un decimal (ej: 0.15 significa un 15% de tramas afectadas).;;;;float;;2;;;0 to 1;;;;;;ROUND(IFNULL(SUM(IFNULL(PM_PACKET_CALL.IUB_DELAY_CC_DELAY_IND,0)+IFNULL(PM_PACKET_CALL.HW_OVERL_CC_DELAY_IND,0)+IFNULL(PM_PACKET_CALL.IUB_LOSS_CC_FRAME_LOSS_IND,0)+IFNULL(PM_PACKET_CALL.IUB_DELAY_CC_FRAME_LOSS_IND,0)+IFNULL(PM_PACKET_CALL.HW_OVERL_CC_FRAME_LOSS_IND,0))/SUM(IFNULL(PM_PACKET_CALL.MISSED_EDCH_FRAMES,0)+IFNULL(PM_PACKET_CALL.DELAYED_EDCH_FRAMES,0)+IFNULL(PM_PACKET_CALL.SUCC_REC_EDCH_FRAMES,0)),0),2);;;;PM_PACKET_CALL;;;
WIRELESS;MEX;NOKIA;RAN_3G;PM;QoS;UCELL;IUBLINK_CONGESTED_IN_DL_RNC;IUBLINK_CONGESTED_IN_DL_RNC;;Indicador de congestión en el enlace Iub (downlink), visto desde el RNC. ;;;;percentage;;2;%;;0 to 100;;;;;;ROUND(100*SUM(IFNULL(PM_HSDPA_WBTS.HS_DSCH_CREDIT_RDCT_DUE_DLY,0)+IFNULL(PM_HSDPA_WBTS.HS_DSCH_CREDIT_RDCT_SVRE_DLY,0)+IFNULL(PM_HSDPA_WBTS.HS_DSCH_CREDIT_RDCT_FRM_LOSS,0)+IFNULL(PM_HSDPA_WBTS.HS_DSCH_CRDT_RDCT_BUF_CPU_LOAD,0))/((900*COUNT(1)*60*1000)/10),2);;;;PM_HSDPA_WBTS;;;
WIRELESS;MEX;NOKIA;RAN_3G;PM;QoS;UCELL;EUL_2MS_TTI_CELL_THROUGHPUT;EUL_2MS_TTI_CELL_THROUGHPUT;;Eficiencia y velocidad media de HSUPA en la celda.;;;;float;;2;;;;;;;;;ROUND(SUM(IFNULL(PM_HSDPA_WBTS.MACE_PDU_DATA_2MS_TTI,0))*8*1000/(SUM(IFNULL(PM_HSDPA_WBTS.MACE_PDUS_2MS_TTI,0))*2),2);;;;PM_HSDPA_WBTS;;;
WIRELESS;MEX;NOKIA;RAN_4G;PM;QoS;LCELL;ACC_S1_RATE;ACC_S1_RATE;Accesibilidad S1;Tasa de Éxito de Establecimiento de la Conexión S1. Mide la probabilidad de que la conexión de señalización entre la eNodeB (radio) y el MME (núcleo de la red) se establezca correctamente.;;;;percentage;;2;%;;0 to 100;;;;;;IFNULL(ROUND(100*SUM(PM_LTE_UE_STATE.S1_SIGN_CONN_ESTAB_SUCC_UE)/SUM(PM_LTE_UE_STATE.S1_SIGN_CONN_ESTAB_ATT_UE),2),0);;;;PM_LTE_UE_STATE;;;
WIRELESS;MEX;NOKIA;RAN_4G;PM;QoS;LCELL;ACC_ERAB_RATE;ACC_ERAB_RATE;Accesibilidad ERAB;Tasa de Éxito de Establecimiento del Portador de Radio (E-RAB). Mide la probabilidad de que un portador de radio se establezca correctamente una vez que la señalización S1 está en su sitio.;;;;percentage;;2;%;;0 to 100;;;;;;IFNULL(ROUND(100*SUM(PM_LTE_EPS_BEARER.EPS_BEARER_SETUP_COMPLETIONS)/SUM(PM_LTE_EPS_BEARER.EPS_BEARER_SETUP_ATTEMPTS),2),0);;;;PM_LTE_EPS_BEARER;;;
WIRELESS;MEX;NOKIA;RAN_4G;PM;QoS;LCELL;ACC_RRC_RATE;ACC_RRC_RATE;Accesibilidad RRC;Tasa de Éxito de Establecimiento de la Conexión RRC. Mide la probabilidad de que un terminal (UE) establezca con éxito una conexión de control con la eNodeB. La conexión RRC es el primer paso absoluto en la comunicación.;;;;percentage;;2;%;;0 to 100;;;;;;ROUND(IFNULL(100*(SUM(PM_LTE_UE_STATE.SIGN_CONN_ESTAB_SUCC_MT+PM_LTE_UE_STATE.SIGN_CONN_ESTAB_SUCC_MO_D+PM_LTE_UE_STATE.SIGN_CONN_ESTAB_SUCC_DEL_TOL+PM_LTE_UE_STATE.SIGN_CONN_ESTAB_SUCC_HIPRIO+PM_LTE_UE_STATE.SIGN_CONN_ESTAB_COMP_EMG)/SUM(PM_LTE_UE_STATE.SIGN_CONN_ESTAB_ATT_MT+PM_LTE_UE_STATE.SIGN_CONN_ESTAB_ATT_MO_D+PM_LTE_UE_STATE.SIGN_CONN_ESTAB_ATT_DEL_TOL+PM_LTE_UE_STATE.SIGN_CONN_ESTAB_ATT_HIPRIO+PM_LTE_UE_STATE.SIGN_CONN_ESTAB_ATT_EMG+PM_LTE_UE_STATE.SIGN_CONN_ESTAB_ATT_MO_VOICE)),0),2);;;;PM_LTE_UE_STATE;;;
